,"Location of Terminal Market",,"All Red Tomato count  apples are tray packed. ","Type of Apple (not all varieties are grown in all origins)",,"USDA specifications for size, coloring, allowable imperfections, etc",,"Pricing in $",,,,"Where the product was grown ",,"Count size-how many apples fit into a case, so the higher the number, the smaller the apple",,,,,,,,,,,,,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,40,40,,,WASHINGTON,,72s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,34,38,36,37,WASHINGTON,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,32,36,34,35,WASHINGTON,,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,28,32,30,31,WASHINGTON,,113s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.","occas as high as 34.00",
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,27,27,,,WASHINGTON,,125s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,40,40,,,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,34,38,36,37,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,32,36,34,35,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,28,32,30,31,WASHINGTON,,113s,,,,,,,,,N,,,STEADY.,"occas as high as 34.00",
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,27,27,,,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,32,32,,,WASHINGTON,,64s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,40,40,,,WASHINGTON,,64s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,38,44,39,40,WASHINGTON,,72s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,32,34,33,33,WASHINGTON,,72s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,44,44,,,WASHINGTON,,80s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,32,35,33,34,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,42,42,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,28,34,31,33,WASHINGTON,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,27,30,28,29,WASHINGTON,,113s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,27,32,28,29,WASHINGTON,,125s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,32,32,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,40,40,,,WASHINGTON,,64s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,32,34,33,33,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,38,44,39,40,WASHINGTON,,72s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,44,44,,,WASHINGTON,,80s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,32,35,33,34,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,42,42,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,28,34,31,33,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,27,30,28,29,WASHINGTON,,113s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,27,32,28,29,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,32,32,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,40,40,,,WASHINGTON,,64s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,32,34,33,33,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,38,44,39,40,WASHINGTON,,72s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,32,35,33,34,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,44,44,,,WASHINGTON,,80s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,42,42,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,28,34,31,33,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,27,30,28,29,WASHINGTON,,113s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,27,32,28,29,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,32,32,,,WASHINGTON,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,40,40,,,WASHINGTON,,64s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,32,34,33,33,WASHINGTON,,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,38,44,39,40,WASHINGTON,,72s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,32,35,33,34,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,44,44,,,WASHINGTON,,80s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,31,34,32,33,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,42,42,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,28,34,31,33,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,27,30,28,29,WASHINGTON,,113s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,27,32,28,29,WASHINGTON,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/20,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/21,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/24,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/25,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/26,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/27,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","GRANNY SMITH",,WAExFcy,2018/09/28,54,54,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","GRANNY SMITH",,WAExFcy,2018/09/25,26,26,,,WASHINGTON,,"2 1/2"" up",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons 12 3-lb film bags","GRANNY SMITH",,WAExFcy,2018/09/26,26,26,,,WASHINGTON,,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","GRANNY SMITH",,WAExFcy,2018/09/27,26,26,,,WASHINGTON,,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","GRANNY SMITH",,WAExFcy,2018/09/28,26,26,,,WASHINGTON,,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/04,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/04,36,36,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/04,32,32,,,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/04,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/05,36,36,,,CHILE,,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.","occas low as 28.00","HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/05,34,34,,,CHILE,,90s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/05,31,31,,,CHILE,,100s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/05,28,28,,,CHILE,,120s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/06,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/06,34,34,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/06,31,31,,,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/06,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/07,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/07,34,34,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/07,31,31,,,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/07,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/10,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/10,34,34,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/10,31,31,,,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/10,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/11,36,36,,,CHILE,,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.","occas low as 28.00","OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/11,34,36,35,35,CHILE,,90s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/11,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/11,28,28,,,CHILE,,120s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/12,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/12,34,36,35,35,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/12,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/12,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/13,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/13,34,36,35,35,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/13,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/13,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/14,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/14,34,36,35,35,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/14,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/14,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/17,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/17,34,36,35,35,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/17,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/17,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/18,36,36,,,CHILE,,80s,,,,,,,,,N,,,"ABOUT STEADY.","occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/18,36,38,37,37,CHILE,,90s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/18,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/18,28,28,,,CHILE,,120s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/19,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/19,36,38,37,37,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/19,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/19,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/20,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/20,36,38,37,37,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/20,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/20,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/21,36,36,,,CHILE,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.","occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/21,36,38,37,37,CHILE,,90s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/21,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/21,28,28,,,CHILE,,120s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/24,36,36,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"occas low as 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/24,36,38,37,37,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/24,31,33,32,32,CHILE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/24,28,28,,,CHILE,,120s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/25,,,,,CHILE,,80s,,,,,,,,,N,,,"ABOUT STEADY.","offerings insufficient to quote",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/26,,,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"offerings insufficient to quote",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/27,,,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"offerings insufficient to quote",
APPLES,BOSTON,,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/28,,,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,"offerings insufficient to quote",
APPLES,BOSTON,Organic,"18 kg cartons tray pack","GRANNY SMITH",,,2018/09/04,45,45,,,ARGENTINA,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/11,36,36,,,PENNSYLVANIA,,88s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/11,36,36,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/12,36,36,,,PENNSYLVANIA,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/12,36,36,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/13,36,36,,,PENNSYLVANIA,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/13,36,36,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/14,36,36,,,PENNSYLVANIA,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/14,36,36,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/17,36,36,,,PENNSYLVANIA,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",GALA,,,2018/09/17,36,36,,,PENNSYLVANIA,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack",GALA,,,2018/09/11,52,52,,,CALIFORNIA,,90s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
