SITE_NAME,SITE_TYPE,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_CITY,SITE_STATE,SITE_ZIP,SITE_PHONE,SITE_PHONE_EXT,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,CONTACT_PHONE,SPONSORING_ORGANIZATION,START_DATE,END_DATE,DAYS_OF_OPERATION,HOURS_OPEN,BREAKFAST_TIME,LUNCH_TIME,SNACK_TIME,SUPPER_TIME,MEAL_TYPES_SERVED
"GREENFIELD HIGH SCHOOL (SF-25-209)",Open,"21 Barr Ave"," ",Greenfield,MA,1301,413-772-1350,1054,Ramona,Blanchard,"413 772 1350","Greenfield Public Schools (06-114-SF-25)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"NEWTON STREET ELEMENTARY SCHOOL (SF-25-210)",Open,"70 Shelburne Road"," ",Greenfield,MA,1301,413-772-1370,104,Barbra,Elliot,4137721370,"Greenfield Public Schools (06-114-SF-25)",2018/07/09,2018/08/02,"M,T,W,TH","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"Greenfield Farmer's Market (SF-25-211)",Open,"39 Main Street"," ",Greenfield,MA,1301,413-774-4615," ",Devon,Whitney-Deal," ","Greenfield Public Schools (06-114-SF-25)",2018/07/07,2018/08/11,SA,"11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"Camp Lion Knoll (SF-51-001)",Closed,"77 Oak Hill Road"," ",Greenfield,MA,1301,413-772-6486," ",Nadine,Benzaia,413-774-7407,"Girls Club of Greenfield Incorporated (06-114-SF-51)",2018/06/25,2018/08/17,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:30:00," "," ","B,L"
"SHEFFIELD ELEMENTARY (SF-111-001)",Open,"43 CROCKER AVENUE"," ","TURNERS FALLS",MA,1736,413-863-7506," ",Heather,Holmes,413-863-7506,"Gill-Montague Regional School District (06-192-SF-111)",2018/07/02,2018/08/16,"M,T,W,TH","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"UNITY PARK (SF-111-002)",Open,"7 AVENUE A"," ","TURNERS FALLS",MA,1376,413-863-3216," ",Heather,Holmes,413-863-7506,"Gill-Montague Regional School District (06-192-SF-111)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:00 AM - 01:00 PM",08:30:00,00:00:00," "," ","B,L"
"MONTAGUE CATH. SOC. MINISTRIES (SF-111-004)",Open,"41 THIRD ST."," ","TURNERS FALLS",MA,1376,413-863-4805," ",Heather,Holmes,413-863-7506,"Gill-Montague Regional School District (06-192-SF-111)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:00 AM - 01:00 PM"," ",00:00:00," "," ",L
"MONTAGUE PARKS & REC. DEPT. TFHS SITE (SF-111-005)",Open,"222 TURNPIKE RD."," ",MONTAGUE,MA,1351,413-863-7506," ",Heather,Holmes,413-863-7506,"Gill-Montague Regional School District (06-192-SF-111)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:00:00," "," ","B,L"
"The Brick House Community RC (SF-111-009)",Open,"24 Third street"," ","Turners falls",MA,1376,413-863-9576," ",Heather,Holmes,"413 863-7506","Gill-Montague Regional School District (06-192-SF-111)",2018/07/02,2018/08/16,"M,T,W,TH","01:00 PM - 02:00 PM"," ",13:00:00," "," ",L
"Franklin County Technical School (SF-111-010)",Open,"82 Industrial Blvd"," ","Turners Falls",MA,1376,4138637506," ",Heather,Holmes," ","Gill-Montague Regional School District (06-192-SF-111)",2018/07/09,2018/08/10,"M,T,W,TH","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"Erving Elementary School (SF-111-012)",Open,"28 Northfield Road"," ",Erving,MA,1344,413-423-3326," ",Heather,Holmes," ","Gill-Montague Regional School District (06-192-SF-111)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"NMH UPWARD BOUND (SF-102-001)",Camp,"One Lamplighter Way"," ","Mount Hermon",MA,1354,413-498-3416," ",Sharon,Gralnick,413-498-3523,"Northfield Mount Hermon School (06-216-SF-102)",2018/06/23,2018/08/03,"S,M,T,W,TH,F,SA","08:00 AM - 06:30 PM",08:00:00,12:45:00," ",18:00:00,"B,L,S"
"FAIRVIEW Vet.Mem. School(Park) (SF-119-001)",Open,"26 Memorial Ave."," ",CHICOPEE,MA,1020,413-594-3464," ",George,Gaouette,413-594-3481,"Chicopee Parks & Recr. Dept. (07-061-SF-119)",2018/07/02,2018/08/10,"M,T,W,TH,F","11:15 AM - 03:30 PM"," ",11:15:00,14:30:00," ","L,A"
"BOYS & GIRLS CLUB OF CHICOPEE (SF-96-001)",Closed,"580 MEADOW ST"," ",CHICOPEE,MA,1013,413-592-6707," ",Desirae,Malave,413.592.6707,"Chicopee Boys and Girls Club Inc. (07-061-SF-96)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:30 AM - 04:30 PM"," ",11:30:00,15:30:00," ","L,A"
"WISNIOWSKI PARK (SF-7-001)",Open,"14 SPRUCE STREET"," ",CHICOPEE,MA,1013,413-592-6121," ",Pamela,"Livingston Drinkwine"," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:50 PM"," ",11:00:00," "," ",L
"SARAH JANE PARK (SF-7-002)",Open,"21 Vivian Street"," ",CHICOPEE,MA,1013,413-552-1554," ",Sheena,Jette," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:30 PM"," ",10:50:00," "," ",L
"RIVERS PARK (SF-7-003)",Open,"41 MEADOW STREET"," ",CHICOPEE,MA,1013,413-592-6121," ",Lori,Jagodowski," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:50 PM"," ",10:50:00," "," ",L
"LINCOLN GROVE PARK (SF-7-004)",Open,"216 BROADWAY STREET"," ",CHICOPEE,MA,1020,413-552-1554," ",Zuleyka,Padin," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"CABOT MANOR HOUSING (SF-7-005)",Open,"106 STONINA DRIVE"," ",CHICOPEE,MA,1013,413-552-1554," ",Anita,Seidnitzer," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:15 PM"," ",10:50:00," "," ",L
"SENECAL HOUSING (SF-7-008)",Open,"128 Meetinghouse Road"," ",CHICOPEE,MA,1013,413-552-1554," ",Donald,Bouchard," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:50 PM"," ",10:50:00," "," ",L
"SZOT PARK (SF-7-034)",Open,"927 Sgt. Tracy Drive"," ",Chicopee,MA,1020,413-552-1554," ",Suaneth,Marrero," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:30 PM"," ",10:50:00," "," ",L
"DANA PARK (SF-7-035)",Open,"263 Newbury St."," ",Chicopee,MA,1013,413-552-1554," ",Sauneth,Marrero," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:30 PM"," ",10:50:00," "," ",L
"CHICOPEE HIGH SCHOOL (SF-7-036)",Open,"820 Front St."," ",Chicopee,MA,1020,413-552-1554," ",Suaneth,Marrero," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:15 PM"," ",10:50:00," "," ",L
"RAY ASH PARK (SF-7-037)",Open,"687 Arcade Street"," ",Chicopee,MA,1020,413-552-1554," ",Suaneth,Marrero," ","Valley Opportunity Council Child Care (07-137-SF-7)",2018/06/25,2018/08/24,"M,T,W,TH,F","10:50 AM - 12:30 PM"," ",10:50:00," "," ",L
"SULLIVAN SCHOOL (SF-82-002)",Closed,"JARVIS AVE."," ",HOLYOKE,MA,1040,413-534-2142," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/10,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,11:40:00," "," ","B,L"
"JERICO (SF-82-003)",Closed,"555 NORTHAMPTON ST","BACK UNDER PAVILLION",HOLYOKE,MA,1040,413-534-7319," ",PAM,RIVERA,413-335-5523,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH","08:00 AM - 12:30 PM",08:00:00,11:00:00," "," ","B,L"
"E.N. White School (SF-82-010)",Closed,"1 Jefferson Street"," ",Holyoke,MA,1040,413-799-7426," ",Sam,Garcia," ","Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:00:00," "," ","B,L"
"GIRLS INC. OF HOLYOKE (SF-82-021)",Closed,"52 NICK COSMOS WAY"," ",HOLYOKE,MA,1040,413-538-7142," ",Kim,Callwell,413-887-9522,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 04:30 PM"," ",11:30:00,16:00:00," ","L,A"
"HOLYOKE BOYS & GIRLS CLUB (SF-82-022)",Closed,"70 NICK COSMOS WAY"," ",HOLYOKE,MA,1040,413-534-7366," ",Yolanda,Rodriquez,413-534-7366,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","12:30 PM - 05:00 PM"," ",12:30:00,16:30:00," ","L,A"
"HOLYOKE YMCA (SF-82-023)",Closed,"171 PINE STREET"," ",HOLYOKE,MA,1040,413-534-5631," ",CHERYL,LABRIE,413-534-5631,"Holyoke Public Schools (07-137-SF-82)",2018/07/02,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"BEAUDOIN VILLAGE UNIT (SF-82-024)",Closed,"15 BARRETT AVENUE"," ",HOLYOKE,MA,1040,413-534-7366," ",Luz,Soto,413-784-3665,"Holyoke Public Schools (07-137-SF-82)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:00 PM - 04:30 PM"," ",12:00:00,16:00:00," ","L,A"
"TOEPFERT UNIT (SF-82-025)",Closed,"35 NORTH SUMMER STREET"," ",HOLYOKE,MA,1040,413-534-7368," ",Flor,Matos," ","Holyoke Public Schools (07-137-SF-82)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:00 PM - 04:30 PM"," ",12:00:00,16:00:00," ","L,A"
"CHURCHILL HOMES UNIT (SF-82-027)",Closed,"334 ELM STREET"," ",HOLYOKE,MA,1040,413-534-7366," ",CHRISTAIN,SANTIAGO,413-533-4922,"Holyoke Public Schools (07-137-SF-82)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:00 PM - 04:30 PM"," ",12:00:00,16:00:00," ","L,A"
"HOLYOKE HIGH SCHOOL (SF-82-055)",Open,"500 Beech Street"," ",Holyoke,MA,1040,413-534-2020," ",LUZ,MENDRE,534-2024,"Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:00:00," "," ","B,L"
"SALVATION ARMY (SF-82-059)",Closed,"271 Appleton St."," ",Holyoke,MA,1040,413-532-6310," ",MARIA,FLORES,413-532-6310,"Holyoke Public Schools (07-137-SF-82)",2018/07/23,2018/07/27,"M,T,W,TH,F","02:00 AM - 12:30 PM"," ",12:00:00,02:00:00," ","L,A"
"HERITAGE PARK (SF-82-060)",Open,"221 Appleton St."," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"SPRINGDALE PARK (SF-82-061)",Open,"854 Main Street"," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"COMMUNITY FIELD (SF-82-062)",Open,"1 Community Field Road"," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"VETERANS PARK (SF-82-064)",Open,"201 Maple Street"," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"MT. HOLYOKE CENTER (SF-82-070)",Open,"100 West street"," ",Holyoke,MA,1040,413-533-4944," ",Sandy,Rojas,413-533-4944,"Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/16,"M,T,W,TH","09:30 AM - 01:00 PM",09:30:00,12:30:00," "," ","B,L"
"SOUTH CHESTNUT STREET PARK (SF-82-071)",Open,"301 Chestnut Street Park"," ",HOLYOKE,MA,1040,413-335-5523," ",Ashley,Plante,413-246-2774,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"HOLYOKE ROWS (SF-82-073)",Closed,"25 Jones Ferry Road"," ",Holyoke,MA,1040,413-320-3134," ",Stephanie,Moore,413-320-3134,"Holyoke Public Schools (07-137-SF-82)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:30 AM - 01:30 PM"," ",11:30:00,13:00:00," ","L,A"
"Carlos Vega Park (SF-82-075)",Open,"500 Clement Street"," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:00 AM - 01:00 PM"," ",11:00:00," "," ",L
"Javis Heights Community Center (SF-82-076)",Closed,"5 Gerard way"," ",Holyoke,MA,1040,413-532-3709," ",Julia,Clinton," ","Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:30 PM"," ",11:30:00,13:00:00," ","L,A"
"The Farm (SF-82-077)",Closed,"24 Jones Ferry Road"," ",Holyoke,MA,1040,609-915-8942," ",Kendy,Capois," ","Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/16,"M,T,W,TH","12:00 PM - 02:30 PM"," ",12:00:00,14:00:00," ","L,A"
"South Canal Community Center (SF-82-079)",Closed,"12 Sargeant st"," ",Holyoke,MA,1040,413-531-6423," ",Shakira,Hernandez," ","Holyoke Public Schools (07-137-SF-82)",2018/07/09,2018/08/16,"M,T,W,TH","09:30 AM - 12:00 PM",09:30:00," ",11:30:00," ","B,M"
"Donahue School (SF-82-081)",Closed,"210 Whiting Farms Rd"," ",Holyoke,MA,1040,413-539-2101," ",Carol,"Brunault- Baretto",413-534-2101,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"PINA PARK (SF-82-086)",Open,"113 Center St."," ",Holyoke,MA,1040,413-335-5523," ",Ashley,Plante,413-246-2774,"Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"Holyoke Public Library (SF-82-087)",Open,"250 Chestnut St."," ",Holyoke,MA,1040,413-420-8119," ",Rachel,Dowd," ","Holyoke Public Schools (07-137-SF-82)",2018/06/25,2018/08/25,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"QUARRY HILL COMMUNITY SCHOOL (SF-269-001)",Open,"43 Margaret Street"," ",Monson,MA,1057,413-267-4158," ",Melody,Gustafson,413-267-4158,"Monson Public Schools (07-191-SF-269)",2018/07/10,2018/08/10,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,11:00:00," "," ","B,L"
"PALMER PUBLIC LIBRARY (SF-269-002)",Open,"1455 North Main Street"," ",Palmer,MA,1069,413-283-3330," ",Stephanie,Maher," ","Monson Public Schools (07-191-SF-269)",2018/07/10,2018/08/09,"M,T,W,TH","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"OLD MILL POND ELEMENTARY SCHOOL (SF-269-004)",Closed,"4107 Main Street"," ",Palmer,MA,1069,413-283-4300," ",Ivy,Peritz-Smith," ","Monson Public Schools (07-191-SF-269)",2018/06/26,2018/08/10,"M,T,W,TH,F","11:15 AM - 01:00 PM"," ",11:15:00," "," ",L
"MASHPEE VILLAGE (SF-279-002)",Closed,"1 WAMPANOAG DRIVE"," ",MASHPEE,MA,2649,5089275432," ",EBONY,STEELE," ","THE PROTESTANT EPISCOPAL DIOCESE OF MASS (07-281-SF-279)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"HYANNIS YOUTH & COMMUNITY CENTER (SF-279-003)",Open,"141 BASSETT LANE"," ",HYANNIS,MA,2601,5087906345,128,JOHN,GLEASON," ","THE PROTESTANT EPISCOPAL DIOCESE OF MASS (07-281-SF-279)",2018/06/25,2018/08/24,"M,T,W,TH,F","12:00 PM - 03:30 PM"," ",12:00:00,15:00:00," ","L,A"
"MASHPEE PUBLIC LIBRARY (SF-279-004)",Open,"64 STEEPLE STREET"," ",MASHPEE,MA,2649,5085391435,1030,KATHLEEN,MAHONEY," ","THE PROTESTANT EPISCOPAL DIOCESE OF MASS (07-281-SF-279)",2018/07/02,2018/08/22,"M,W","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"REBECCA JOHNSON COMMUMITY SCH. (SF-29-003)",Open,"55 CATHERINE ST."," ",SPRINGFIELD,MA,1109,413-787-6687," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"EMILY BILL PARK (SF-29-007)",Open,"FRANKLIN STREET (NEAR CASS ST.)"," ",SPRINGFIELD,MA,1104,413-7396951," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"GERENA Site #2 (SF-29-011)",Open,"200 BIRNIE AVE."," ",SPRINGFIELD,MA,1107,413-787-7868," ",Lynne,Conca,"413-732- 1121","Springfield Public Schools (07-281-SF-29)",2018/07/09,2018/08/24,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"SPRINGFIELD BOYS CLUB (SF-29-013)",Open,"481 CAREW STREET"," ",SPRINGFIELD,MA,1104,413-732-7201," ",GARY,McCARTHY,413-732-7201,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","12:00 PM - 04:15 PM"," ",12:00:00,15:30:00," ","L,A"
"INDIAN ORCHARD SCHOOL (SF-29-014)",Open,"95 MILTON ST."," ",SPRINGFIELD,MA,1151,413-787-7568," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"BOLAND ELEMENTARY SCHOOL (SF-29-020)",Open,"426 ARMORY ST."," ",SPRINGFIELD,MA,1104,413-750-2511," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"PUTNAM HIGH SCHOOL (SF-29-055)",Open,"1300 State Street"," ",Springfield,MA,1109,413-748-6340," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"POTTENGER SCHOOL (SF-29-064)",Closed,"1435 Carew Street"," ",Springfield,MA,1104,413-787-7004," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"CENTRAL HIGH SCHOOL (SF-29-067)",Open,"1840 Roosevelt Avenue"," ",Springfield,MA,1109,413-787-7590," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 01:00 PM",07:30:00,11:30:00," "," ","B,L"
"AWAKE PROGRAM (SF-29-069)",Closed,"531 Belmont Street"," ",Springfield,MA,1104,413-301-6530," ",Shire,Brown," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"DEBERRY SCHOOL (SF-29-070)",Open,"670 Union Street"," ",Springfield,MA,1109,413-787-7595," ",Lynne,Conca,"413 732-1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"BLUNT PARK (SF-29-076)",Open,"1780 Roosevelt Avenue"," ",Springfield,MA,1109,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"KENEFICK PARK (SF-29-077)",Open,"Plainfield Street"," ",Springfield,MA,1107,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"LIBERTY ELEMENTARY SCHOOL (SF-29-078)",Closed,"962 Carew Street"," ",Springfield,MA,1104,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"MARSHALL ROY PARK (SF-29-079)",Open,"Carew St. & St. James Boulevard"," ",Springfield,MA,1104,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"MYRTLE PARK (SF-29-080)",Open,"Main St. & Myrtle Street"," ","Indian Orchard",MA,1151,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"REED VILLAGE (SF-29-081)",Open,"5 Lionel Benoit Road"," ",Springfield,MA,1109,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"ROBINSON GARDENS (SF-29-082)",Open,"Bay Street & Berkshire Avenue"," ",Springfield,MA,1109,413-787-6687," ",Lynne,Conca,413-732-1121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"VAN HORN PARK (SF-29-083)",Open,"Armory Street & Chapin Terrace"," ",Springfield,MA,1104,413-787-6687," ",Lynne,Conca,"413 732 1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"SULLIVAN HOUSING (SF-29-084)",Open,"160 Nursery Street"," ",Springfield,MA,1101,413-787-6687," ",Lynne,Conca,"413 732 1121","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"ST. JOHNS CHURCH (SF-29-086)",Closed,"45 Hancock St."," ",Springfield,MA,1109,413-310-0885," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/17,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"BROOKINGS SCHOOL (SF-29-087)",Open,"433 Walnut Street"," ",Springfield,MA,1105,413-310-0885," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"JUNIOR ACHIEVEMENT OF WESTERN MA (SF-29-089)",Closed,"1500 Main St."," ",SPRINGFIELD,MA,1103,"413 747 7670",105,Lynne,Conca,4137321121,"Springfield Public Schools (07-281-SF-29)",2018/07/09,2018/08/03,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"DUGGAN HOUSING (SF-29-093)",Open,"445 Goodwin St."," ",Springfield,MA,1151,413-310-0885," ",Lynne,Conca,4137321121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"NATHAN BILL PARK (SF-29-094)",Open,"135 Plumtree Road"," ",Springfield,MA,1118,413-310-0885," ",Lynne,Conca,4137321121,"Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"LIBERTY HILL TOWNHOUSES (SF-29-096)",Open,"5 Nursery St."," ",Springfield,MA,1104,413-310-0885," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"BAY NEIGHBORHOOD RESIDENT RES. CENTER (SF-29-097)",Closed,"437 Bay St."," ",Springfield,MA,1109,413-310-0885," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/07/09,2018/08/17,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"VAN SICKLE ACADEMY (SF-29-098)",Open,"1170 Carew St."," ",Springfield,MA,1104,413-732-1121," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"CHESTNUT ACCELERATED MIDDLE SCHOOL (SF-29-099)",Open,"355 Plainfield St."," ",Springfield,MA,1107,413-732-1121," ",Lynne,Conca," ","Springfield Public Schools (07-281-SF-29)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"BGC FAMILY CENTER CITY CAMP (SF-39C-002)",Closed,"100 Acorn Street"," ",Springfield,MA,1109,4137394743," ",Keshawn,Dodds,4137394743,"Boys & Girls Club Family Center Inc. (07-281-SF-39C)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:30 AM - 04:30 PM"," ",11:30:00,15:30:00," ","L,A"
"BGC FAMILY CENTER (SF-39C-005)",Closed,"100 ACORN ST."," ",SPRINGFIELD,MA,1109,413-739-4743," ",Diana,Christopher,413-739-4743,"Boys & Girls Club Family Center Inc. (07-281-SF-39C)",2018/07/02,2018/08/24,"M,T,W,TH,F","07:00 PM - 08:30 PM"," "," ",19:30:00,19:00:00,"S,A"
